RSPO;nazwa_szkoly;publicznosc_status;wojewodztwo;powiat;gmina;typ_gminy;miejscowosc;rodzaj_miejscowości;ulica_nr;numer_budynku;kod_pocztowy;23.0_O_otrzymali_swiadectwo_dojrzałosci;23.0_O_liczba_zdających;23.0_O_zdawalnosc;23.0_polski_liczba_zdajacych;23.0_polski_liczba_laureatow;23.0_polski_zdawalnosc;23.0_polski_mean;23.0_polski_median;23.0_avg_threshold;23.0_median_threshold;24.0_O_otrzymali_swiadectwo_dojrzałosci;24.0_O_liczba_zdających;24.0_O_zdawalnosc;24.0_polski_liczba_zdajacych;24.0_polski_liczba_laureatow;24.0_polski_zdawalnosc;24.0_polski_mean;24.0_polski_median;24.0_avg_threshold;24.0_median_threshold;25.0_O_otrzymali_swiadectwo_dojrzałosci;25.0_O_liczba_zdających;25.0_O_zdawalnosc;25.0_polski_liczba_zdajacych;25.0_polski_liczba_laureatow;25.0_polski_zdawalnosc;25.0_polski_mean;25.0_polski_median;25.0_avg_threshold;25.0_median_threshold;czy_publiczna;kategoria_uczniow;data_zalozenia;data_rozpoczecia_dzialalnosci;typ_podmiotu_nadrzednego;liczba_uczniow;tereny_sportowe;jezyki_nauczane;czy_zatrudnia_logopede;czy_zatrudnia_psychologa;czy_zatrudnia_pedagoga;oddzialy_podstawowe_wg_specyfiki;oddzialy_dodatkowe
84309;xiiilo;publiczna;KUJAWSKO-POMORSKIE;Toruń;Toruń;gmina miejska;torun;miasto;ul targowa 36 38;"=""36/38""";"=""87-100""";56.0;60.0;93.33333333;60.0;;100.0;50.71666667;48.0;54.75;55.0;46.0;50.0;92.0;51.0;;100.0;57.68627451;60.0;;;25.0;30.0;83.33333333;30.0;;93.33333333;51.4;46.0;54.75;55.0;Tak;Dzieci lub młodzież;1998.06.03;1998.09.01;Zespół szkół i placówek oświatowych;176.0;;angielski, niemiecki;Nie;Tak;Nie;ogólnodostępny, mistrzostwa sportowego;
86095;xxviiilo;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Grunwald;gmina miejska;poznan grunwald;delegatura;ul raszynska 48;"=""48""";"=""60-135""";44.0;49.0;89.79591837;49.0;;97.95918367;60.44897959;62.0;124.025;128.325;24.0;29.0;82.75862069;29.0;;100.0;57.37931034;57.0;124.025;128.325;52.0;56.0;92.85714286;56.0;;100.0;58.21428571;58.0;124.025;128.325;Tak;Dzieci lub młodzież;1999.09.01;1999.09.01;Zespół szkół i placówek oświatowych;270.0;;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
86172;viilodabrowki;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Jeżyce;gmina miejska;poznan jezyce;delegatura;ul stefana zeromskiego 8 12;"=""8/12""";"=""60-544""";128.0;128.0;100.0;128.0;;100.0;70.3203125;70.0;146.4;156.5;126.0;126.0;100.0;126.0;;100.0;71.86507937;72.5;146.4;156.5;148.0;148.0;100.0;149.0;;100.0;77.71812081;78.0;146.4;156.5;Tak;Dzieci lub młodzież;1830.01.13;1830.01.13;;717.0;boiska do koszykówki, boiska do piłki nożnej;angielski, francuski, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
86679;xxixlo;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Wilda;gmina miejska;poznan wilda;delegatura;ul swierkowa 8;"=""8""";"=""61-472""";67.0;77.0;87.01298701;77.0;;97.4025974;51.62337662;50.0;106.91;94.45;64.0;69.0;92.75362319;69.0;;97.10144928;61.62318841;62.0;106.91;94.45;71.0;73.0;97.26027397;73.0;;100.0;67.68493151;67.0;106.91;94.45;Tak;Dzieci lub młodzież;1999.04.20;1999.09.01;Zespół szkół i placówek oświatowych;464.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, przygotowania wojskowego;
88064;xixlopowstancowwarszawy;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul zbaraska 1;"=""1""";"=""04-014""";157.0;157.0;100.0;157.0;;100.0;78.85987261;78.0;167.7125;168.5;110.0;110.0;100.0;110.0;;100.0;80.52293578;80.0;167.7125;168.5;144.0;144.0;100.0;144.0;;100.0;77.11111111;78.0;167.7125;168.5;Tak;Dzieci lub młodzież;1944.11.10;1944.11.10;;616.0;;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
88065;xxiiilomariisklodowskiejcurie;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul naddnieprzanska 2 4;"=""2/4""";"=""04-205""";53.0;53.0;100.0;53.0;;100.0;63.73584906;62.0;126.25;126.85;43.0;46.0;93.47826087;46.0;;100.0;72.91304348;72.5;126.25;126.85;72.0;74.0;97.2972973;74.0;;100.0;61.94594595;60.0;126.25;126.85;Tak;Dzieci lub młodzież;1948.03.10;1948.09.01;;435.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie okólne, inne urządzenia sportowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;Oddział przygotowawczy
88066;xlviilostanislawawyspianskiego;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul miedzyborska 64 70;"=""64/70""";"=""04-010""";164.0;165.0;99.39393939;165.0;;100.0;74.4969697;75.0;153.16;153.6;126.0;127.0;99.21259843;127.0;;100.0;78.60629921;78.0;153.16;153.6;158.0;158.0;100.0;158.0;;100.0;73.47468354;75.0;153.16;153.6;Tak;Dzieci lub młodzież;1954.09.01;1954.09.01;;713.0;boiska do koszykówki, boiska do piłki nożnej, bieżnie proste, bieżnie okólne, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
88067;lxxiilogenjakubajasinskiego;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul grochowska 346 348;"=""346/348""";"=""03-838""";148.0;151.0;98.01324503;151.0;;99.33774834;61.08609272;62.0;;;108.0;111.0;97.2972973;111.0;;100.0;65.35135135;63.0;133.96875;134.35000000000002;126.0;129.0;97.6744186;129.0;;99.2248062;60.02325581;58.0;133.96875;134.35000000000002;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;;649.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
88068;xcixlozbigniewaherberta;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul fundamentowa 38 42;"=""38/42""";"=""04-036""";171.0;172.0;99.41860465;172.0;;99.41860465;68.88953488;70.0;132.394;140.45;145.0;145.0;100.0;145.0;;100.0;71.8951049;72.0;132.394;140.45;147.0;148.0;99.32432432;148.0;;100.0;69.48648649;70.0;132.394;140.45;Tak;Dzieci lub młodzież;1997.04.03;1997.09.01;;723.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki nożnej, bieżnie okólne;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
88677;xxxilo;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Grunwald;gmina miejska;poznan grunwald;delegatura;ul sniadeckich 54 58;"=""54/58""";"=""60-774""";35.0;43.0;81.39534884;43.0;;97.6744186;54.53488372;53.0;100.91666666666667;100.6;50.0;52.0;96.15384615;52.0;;100.0;54.73076923;52.5;100.91666666666667;100.6;47.0;51.0;92.15686275;51.0;;100.0;60.70588235;60.0;100.91666666666667;100.6;Tak;Dzieci lub młodzież;1999.09.01;1999.09.01;Zespół szkół i placówek oświatowych;261.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny, profil mundurowy;
88975;xxviilozeslancowsybiruwlublinie;publiczna;LUBELSKIE;Lublin;Lublin;gmina miejska;lublin;miasto;ul biedronki 13;"=""13""";"=""20-543""";53.0;62.0;85.48387097;62.0;;100.0;60.56451613;62.0;56.958333333333336;61.725;42.0;54.0;77.77777778;54.0;;98.14814815;56.62962963;55.0;56.958333333333336;61.725;53.0;73.0;72.60273973;73.0;;91.78082192;47.36111111;49.0;56.958333333333336;61.725;Tak;Dzieci lub młodzież;2008.05.01;2008.05.01;;527.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki nożnej, bieżnie proste;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, przygotowania wojskowego;
89596;katolickieloswstanislawakostkiwkielcach;publiczna;ŚWIĘTOKRZYSKIE;Kielce;Kielce;gmina miejska;kielce;miasto;ul swietego stanislawa kostki 17;"=""17""";"=""25-341""";81.0;81.0;100.0;81.0;;100.0;62.7654321;65.0;;;67.0;67.0;100.0;67.0;;100.0;66.51515152;67.0;139.18333333333334;136.35;87.0;87.0;100.0;87.0;1.0;100.0;69.93103448;73.0;139.18333333333334;136.35;Tak;Dzieci lub młodzież;2004.10.18;2005.09.01;Zespół szkół i placówek oświatowych;359.0;;angielski, francuski, niemiecki;Tak;Tak;Tak;ogólnodostępny;
91173;xviiilo;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Grunwald;gmina miejska;poznan grunwald;delegatura;ul szamotulska 33;"=""33""";"=""60-365""";35.0;41.0;85.36585366;41.0;;95.12195122;47.29268293;47.0;33.0;33.0;21.0;22.0;95.45454545;22.0;;100.0;58.90909091;61.0;33.0;33.0;25.0;28.0;89.28571429;28.0;;96.42857143;64.07142857;67.0;33.0;33.0;Tak;Dzieci lub młodzież;1991.08.02;1991.09.01;Zespół szkół i placówek oświatowych;334.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, sportowy, mistrzostwa sportowego;Oddział przygotowawczy
105214;lvilorotmistrzawitoldapileckiego;publiczna;MAZOWIECKIE;Warszawa;Ursus;gmina miejska;ursus;dzielnica m.st. Warszawy;ul dzieci warszawy 42;"=""42""";"=""02-495""";70.0;75.0;93.33333333;76.0;;98.66666667;62.78947368;62.5;134.54285714285714;136.35;60.0;65.0;92.30769231;65.0;;98.46153846;67.640625;69.0;134.54285714285714;136.35;118.0;127.0;92.91338583;127.0;;99.21259843;63.32283465;65.0;134.54285714285714;136.35;Tak;Dzieci lub młodzież;1946.08.16;1946.09.02;;585.0;boiska do koszykówki;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
110260;cvlozbigniewaherberta;publiczna;MAZOWIECKIE;Warszawa;Białołęka;gmina miejska;bialoleka;dzielnica m.st. Warszawy;ul vincenta van gogha 1;"=""1""";"=""03-188""";222.0;222.0;100.0;222.0;;100.0;66.81531532;67.5;146.55416666666667;146.7;141.0;141.0;100.0;141.0;;100.0;70.15602837;72.0;146.55416666666667;146.7;162.0;162.0;100.0;162.0;;100.0;75.85185185;78.0;146.55416666666667;146.7;Tak;Dzieci lub młodzież;1997.05.06;1997.09.01;;853.0;boiska do piłki ręcznej, boiska do piłki nożnej, bieżnie proste;angielski, francuski, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;Grupa nauczania języka mniejszości
110460;lointegracyjnewbialymstokuzespoluszkoltechnicznychiogolnoksztalcacychstanislawastaszicawbialymstoku;publiczna;PODLASKIE;Białystok;Białystok;gmina miejska;bialystok;miasto;ul sienkiewicza 57;"=""57""";"=""15-002""";4.0;6.0;66.66666667;6.0;;100.0;56.0;54.0;;;2.0;2.0;;2.0;;;;;67.0125;63.975;9.0;13.0;69.23076923;13.0;;92.30769231;58.38461538;62.0;67.0125;63.975;Tak;Dzieci lub młodzież;2008.09.01;2008.09.01;Zespół szkół i placówek oświatowych;110.0;;angielski, niemiecki, rosyjski;Nie;Tak;Tak;integracyjny;
121357;xloprzemyslaii;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Nowe Miasto;gmina miejska;poznan nowe miasto;delegatura;os rzeczypospolitej 111;"=""111""";"=""61-389""";114.0;116.0;98.27586207;116.0;;99.13793103;63.28448276;63.0;134.525;133.9;112.0;115.0;97.39130435;115.0;;100.0;66.10434783;65.0;134.525;133.9;121.0;122.0;99.18032787;123.0;;100.0;67.91056911;68.0;134.525;133.9;Tak;Dzieci lub młodzież;1963.09.01;1963.09.01;Zespół szkół i placówek oświatowych;706.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
126415;lo;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Nowe Miasto;gmina miejska;poznan nowe miasto;delegatura;os tysiaclecia 43;"=""43""";"=""61-255""";130.0;137.0;94.89051095;137.0;;100.0;60.58088235;60.0;;;109.0;122.0;89.3442623;124.0;;100.0;60.37398374;62.0;140.15;160.0;105.0;115.0;91.30434783;115.0;;98.26086957;57.07894737;57.0;140.15;160.0;Tak;Dzieci lub młodzież;1984.04.27;1984.09.01;;569.0;boiska do siatkówki, boiska do piłki ręcznej;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, sportowy, mistrzostwa sportowego;
133453;clvlobohaterekpowstaniawarszawskiego;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul wojciecha zywnego 25;"=""25""";"=""02-701""";167.0;167.0;100.0;167.0;;100.0;78.11976048;78.0;146.24;181.68;124.0;124.0;100.0;124.0;;100.0;79.03225806;82.0;146.24;181.68;121.0;121.0;100.0;121.0;;100.0;78.45454545;78.0;146.24;181.68;Tak;Dzieci lub młodzież;2017.03.16;2017.09.01;;773.0;boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki, irlandzki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
133649;publiczneloixgeneralawladyslawaandersawopolu;publiczna;OPOLSKIE;Opole;Opole;gmina miejska;opole;miasto;ul oleska 68;"=""68""";"=""45-222""";98.0;104.0;94.23076923;104.0;;99.03846154;60.60576923;64.0;85.39999999999999;62.0;81.0;87.0;93.10344828;87.0;;97.70114943;54.37209302;55.0;85.39999999999999;62.0;106.0;113.0;93.80530973;113.0;;98.2300885;56.48672566;55.0;85.39999999999999;62.0;Tak;Dzieci lub młodzież;2017.03.30;2017.09.01;;431.0;boiska do koszykówki;angielski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny, sportowy, mistrzostwa sportowego;
133672;xxxviiloterapeutycznymi;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Grunwald;gmina miejska;poznan grunwald;delegatura;ul klaudyny potockiej 38;"=""38""";"=""60-211""";11.0;45.0;24.44444444;45.0;;57.77777778;31.42222222;33.0;;;12.0;33.0;36.36363636;34.0;;75.75757576;41.5;45.5;27.95;27.95;15.0;40.0;37.5;41.0;;82.5;42.53658537;43.0;27.95;27.95;Tak;Dzieci lub młodzież;2017.03.28;2017.09.01;;260.0;boiska do piłki ręcznej, bieżnie proste;angielski, niemiecki;Nie;Tak;Nie;ogólnodostępny, terapeutyczny;
133673;xxxviiidwujezycznelo;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Jeżyce;gmina miejska;poznan jezyce;delegatura;ul michala drzymaly 4;"=""4""";"=""60-613""";153.0;153.0;100.0;153.0;1.0;100.0;72.09803922;73.0;176.05714285714288;172.05;138.0;138.0;100.0;138.0;;100.0;73.47101449;74.0;176.05714285714288;172.05;110.0;110.0;100.0;110.0;;100.0;77.73636364;82.0;176.05714285714288;172.05;Tak;Dzieci lub młodzież;2017.03.28;2017.09.01;;712.0;;hiszpański, niemiecki;Nie;Tak;Tak;dwujęzyczny w szkole podstawowej, liceum i technikum;
133758;xxixloccmjrhieronimadekutowskiegopszaporawlublinie;publiczna;LUBELSKIE;Lublin;Lublin;gmina miejska;lublin;miasto;ul lipowa 25;"=""25""";"=""20-020""";102.0;104.0;98.07692308;104.0;;98.07692308;63.33980583;65.0;134.56875;134.425;58.0;60.0;96.66666667;60.0;;100.0;66.28333333;66.0;134.56875;134.425;109.0;114.0;95.61403509;114.0;;99.12280702;62.20175439;63.0;134.56875;134.425;Tak;Dzieci lub młodzież;2017.03.02;2017.09.01;;581.0;bieżnie proste, skocznie, rzutnie, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
133759;xxxloksiedzajanatwardowskiegowlublinie;publiczna;LUBELSKIE;Lublin;Lublin;gmina miejska;lublin;miasto;ul wajdeloty 12;"=""12""";"=""20-604""";235.0;235.0;100.0;236.0;;100.0;67.74468085;68.0;159.64375;158.825;198.0;198.0;100.0;198.0;;100.0;73.51010101;75.0;159.64375;158.825;199.0;199.0;100.0;199.0;;100.0;73.12060302;73.0;159.64375;158.825;Tak;Dzieci lub młodzież;2017.03.02;2017.09.01;;839.0;boiska do siatkówki plażowej, bieżnie proste, inne urządzenia sportowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
133795;clixlokrolajanaiiisobieskiego;publiczna;MAZOWIECKIE;Warszawa;Włochy;gmina miejska;wlochy;dzielnica m.st. Warszawy;ul solipska 17 19;"=""17/19""";"=""02-482""";211.0;212.0;99.52830189;212.0;1.0;99.52830189;68.61611374;68.0;160.501;160.32;158.0;158.0;100.0;158.0;;100.0;72.29746835;75.0;160.501;160.32;158.0;158.0;100.0;158.0;;100.0;74.3525641;75.0;160.501;160.32;Tak;Dzieci lub młodzież;2017.03.16;2017.09.01;;810.0;boiska do siatkówki, boiska do piłki nożnej, bieżnie proste;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;Oddział przygotowawczy
196346;xviilowgdyni;publiczna;POMORSKIE;Gdynia;Gdynia;gmina miejska;gdynia;miasto;ul wiczlinska 50a;"=""50a""";"=""81-578""";88.0;88.0;100.0;88.0;;100.0;59.69318182;61.0;158.75;160.1;57.0;57.0;100.0;57.0;;100.0;71.70175439;72.0;158.75;160.1;65.0;65.0;100.0;65.0;;100.0;66.67692308;65.0;158.75;160.1;Tak;Dzieci lub młodzież;2017.03.29;2017.09.01;Zespół szkół i placówek oświatowych;453.0;;angielski, francuski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
262227;xvilowszczecinie;publiczna;ZACHODNIOPOMORSKIE;Szczecin;Szczecin;gmina miejska;szczecin;miasto;ul xawerego dunikowskiego 1;"=""1""";"=""70-123""";109.0;113.0;96.46017699;113.0;;100.0;56.80357143;58.0;143.01999999999998;143.1;91.0;92.0;98.91304348;92.0;;100.0;62.38043478;63.0;143.01999999999998;143.1;132.0;133.0;99.2481203;133.0;;100.0;60.4962406;60.0;143.01999999999998;143.1;Tak;Dzieci lub młodzież;2017.03.28;2017.09.01;;577.0;boiska uniwersalne/wielozadaniowe;angielski, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
263069;liceumsluzbmundurowychwewroclawiu;publiczna;DOLNOŚLĄSKIE;Wrocław;Wrocław-Stare Miasto;gmina miejska;wroclaw stare miasto;delegatura;ul kruszwicka 8a;"=""8a""";"=""53-652""";77.0;114.0;67.54385965;116.0;;92.10526316;48.40869565;48.0;;;106.0;141.0;75.17730496;145.0;;99.29078014;57.44137931;58.0;59.396153846153844;52.0;140.0;209.0;66.98564593;213.0;;92.34449761;48.57276995;50.0;59.396153846153844;52.0;Tak;Dzieci lub młodzież;2017.08.24;2017.09.01;;1094.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny, przygotowania wojskowego, profil mundurowy;
263334;clviilomariisklodowskiejcurie;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul swietokrzyska 18a;"=""18A""";"=""00-052""";173.0;173.0;100.0;173.0;;100.0;76.22543353;77.0;166.92857142857142;166.9;91.0;91.0;100.0;91.0;;100.0;76.2967033;78.0;166.92857142857142;166.9;163.0;163.0;100.0;163.0;;100.0;80.39263804;82.0;166.92857142857142;166.9;Tak;Dzieci lub młodzież;2017.09.01;2017.09.01;;735.0;boiska do siatkówki, bieżnie proste, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, łacina, niemiecki;Nie;Tak;Tak;ogólnodostępny;
266615;publicznelopaulimontalsiostrpijarekwrzeszowie;publiczna;PODKARPACKIE;Rzeszów;Rzeszów;gmina miejska;rzeszow;miasto;ul sanocka 70;"=""70""";"=""35-514""";17.0;17.0;100.0;17.0;;100.0;73.70588235;73.0;;;22.0;22.0;100.0;22.0;;100.0;75.27272727;75.0;135.01666666666668;133.1;14.0;14.0;100.0;14.0;;100.0;61.07142857;57.5;135.01666666666668;133.1;Tak;Dzieci lub młodzież;2018.02.06;2018.09.01;Zespół szkół i placówek oświatowych;178.0;;angielski, hiszpański, niemiecki;Tak;Tak;Tak;ogólnodostępny;
267034;clxiiloszarychszeregow;publiczna;MAZOWIECKIE;Warszawa;Targówek;gmina miejska;targowek;dzielnica m.st. Warszawy;ul turmoncka 2;"=""2""";"=""03-254""";90.0;91.0;98.9010989;92.0;;100.0;61.39130435;60.0;88.67142857142858;103.25;49.0;50.0;98.0;50.0;;100.0;66.64;68.0;88.67142857142858;103.25;66.0;66.0;100.0;66.0;;100.0;63.3030303;62.0;88.67142857142858;103.25;Tak;Dzieci lub młodzież;2018.03.01;2018.09.01;Zespół szkół i placówek oświatowych;487.0;;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny, integracyjny, sportowy;
270871;clxiiilo;publiczna;MAZOWIECKIE;Warszawa;Wesoła;gmina miejska;wesola;dzielnica m.st. Warszawy;ul klimatyczna 1;"=""3""";"=""05-075""";62.0;63.0;98.41269841;63.0;;100.0;73.84126984;75.0;;;48.0;48.0;100.0;48.0;;100.0;72.70833333;73.0;160.85;160.45;82.0;83.0;98.79518072;83.0;;100.0;69.09638554;72.0;;;Tak;Dzieci lub młodzież;2019.03.07;2019.09.01;;601.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
270972;xixlowbialymstokuzespoluszkologolnoksztalcacych2wbialymstoku;publiczna;PODLASKIE;Białystok;Białystok;gmina miejska;bialystok;miasto;ul promienna 13a;"=""13A""";"=""15-720""";5.0;5.0;100.0;5.0;;100.0;47.4;48.0;;;4.0;4.0;;4.0;;;;;;;5.0;5.0;100.0;5.0;;100.0;62.8;67.0;60.0;60.0;Tak;Dzieci lub młodzież;2019.02.25;2019.09.01;Zespół szkół i placówek oświatowych;46.0;;angielski, niemiecki, rosyjski;Tak;Tak;Tak;ogólnodostępny, mistrzostwa sportowego;
271907;clxivlo;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul chelmska 23;"=""23""";"=""00-724""";12.0;12.0;100.0;12.0;;100.0;62.91666667;66.5;;;10.0;11.0;90.90909091;11.0;;100.0;69.90909091;73.0;94.36666666666667;40.1;27.0;29.0;93.10344828;29.0;;100.0;52.03448276;53.0;94.36666666666667;40.1;Tak;Dzieci lub młodzież;2019.04.11;2019.09.01;;168.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny, mistrzostwa sportowego;
272082;sportowelokazimierzanowaka;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Stare Miasto;gmina miejska;poznan stare miasto;delegatura;os pod lipami 106;"=""106""";"=""61-638""";18.0;21.0;85.71428571;21.0;;100.0;55.4;54.0;;;13.0;13.0;100.0;13.0;;100.0;53.69230769;50.0;;;25.0;30.0;83.33333333;30.0;;93.33333333;52.26666667;53.0;31.5;31.5;Tak;Dzieci lub młodzież;2017.03.28;2019.09.01;Zespół szkół i placówek oświatowych;143.0;;angielski, hiszpański;Nie;Tak;Tak;ogólnodostępny, sportowy, mistrzostwa sportowego;
274376;clxvlo;publiczna;MAZOWIECKIE;Warszawa;Białołęka;gmina miejska;bialoleka;dzielnica m.st. Warszawy;ul ostrodzka 175;"=""175""";"=""03-289""";;;;;;;;;;;53.0;53.0;100.0;53.0;;100.0;73.69811321;72.0;122.44000000000001;122.05;86.0;86.0;100.0;86.0;;100.0;70.89534884;72.0;122.44000000000001;122.05;Tak;Dzieci lub młodzież;2019.09.26;2020.08.31;;500.0;boiska do piłki nożnej, bieżnie proste, bieżnie okólne, skocznie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, integracyjny;
